payment_id,method,price,count,at,pg,tx_id,appl_num,status,order_id
16294406-0fa4-42aa-9125-725a12a85a78,NAVERPAY,144000,2,2024-08-28 22:44:06,KGinicis,TX-ea4e50347a7e,906510,PAID,caedfcf6-cb1e-4724-bf09-723b4238ee3f
6c0f4a15-e221-4687-b348-caed19824827,PAYCO,90000,2,2024-06-26 17:12:37,KGinicis,TX-a95c0af3cd39,280825,CANCELLED,84831fa9-35d2-4938-acc3-4ec5e43e5225
bf209cd8-6f29-44f8-bd9d-d9213abed3ae,NAVERPAY,76500,2,2024-06-14 12:03:48,KGinicis,TX-d6ad37e1626c,411598,PAID,31b64368-b258-455c-8cf9-3d6ea293afe9
ef976b04-2db6-4a2a-a0da-18e324194606,NAVERPAY,137610,3,2024-12-22 15:54:31,KGinicis,TX-d2d07521cf17,951717,PAID,e75bb33f-3fb3-464c-af9d-15c4e5e8d148
3c6fe96c-4b4f-45a1-97b7-1981f4d69ce1,KAKAOPAY,306450,3,2025-06-18 14:55:25,KGinicis,TX-1a605ad8378b,320189,CANCELLED,020d8321-ab04-4bdd-9a21-a32cad4e8e2c
2b8060da-1980-485f-aa40-b5456126024c,LPAY,145800,2,2024-06-20 20:10:50,KGinicis,TX-fa8a7a9620d4,269274,CANCELLED,7d98efbc-038b-4337-a453-43caa002169d
3d9d692e-bc45-429c-b8da-91a42c7a17a7,PAYCO,160200,2,2024-12-18 23:58:09,KGinicis,TX-2df360806e8d,739829,PAID,dd9cd4b5-c0fe-4999-9b7e-93b4b08989c2
49e6257f-eba6-41d2-b123-31f6231ddbd9,PAYCO,88380,2,2025-04-21 21:24:07,KGinicis,TX-0b5c55e28d00,535743,PAID,ceaf86dc-44a1-4166-8de5-a8dd1a5f62ee
f42d2186-2771-494f-91b7-527bdbb6894d,KAKAOPAY,31950,2,2024-11-29 21:38:12,KGinicis,TX-93748e9d566a,921534,PAID,58b7418e-e98b-4550-97a9-ad9fd96b8aa0
4807915b-7a6c-42bf-9b5e-7611c00c604f,SAMSUNGPAY,111150,2,2024-10-13 05:25:50,KGinicis,TX-e5c9c70e9918,778861,PAID,df6cd33f-f6f2-42ea-8901-b85f2a5c16c4
0eaae23c-8406-4f4f-b23f-5ecf7aebf201,SAMSUNGPAY,125460,2,2024-09-09 18:00:51,KGinicis,TX-e5319d5d0e1f,551762,PAID,254a03ba-1957-4706-9f16-a7c25944f2ad
0c1e5953-20cd-4f4c-b9a1-9ede5b74093a,CARD,45000,1,2024-12-31 13:25:38,KGinicis,TX-223e00e23001,163032,PAID,39a7bb06-ec49-4722-a7cc-e2a6f50982af
c42739e8-12d0-4b93-8fa6-35e7e2701564,TMONEY,90000,1,2025-02-09 01:44:03,KGinicis,TX-c67077aa5a93,948296,CANCELLED,e2374bd2-5503-445d-afa3-fac58b16b514
7ed879b4-c5e5-45af-89c7-6c502d8c97d9,KAKAOPAY,178860,3,2024-12-18 01:30:23,KGinicis,TX-80e89d7d1702,359197,PAID,e43586c4-3d35-4dde-97cd-ec2f0e8f0245
90edaecd-20f4-4056-9e81-af70c05c484d,KAKAOPAY,132480,2,2025-02-10 16:00:26,KGinicis,TX-094bf30bd093,653843,PAID,b4362257-e5f5-4dfa-9576-162e029ae3d8
cd8d6fea-990a-4812-8416-1572648d734e,LPAY,36000,1,2024-05-31 12:39:30,KGinicis,TX-99be21857265,686504,PAID,185e7d84-6ee3-4b33-a141-b7e83a89be7a
883e36c1-3e03-40c8-adb2-33709a36d6ba,KAKAOPAY,33300,2,2024-10-10 17:34:14,KGinicis,TX-aeab3c254b3f,577199,PAID,e57d66b7-7e8a-4f66-bd5d-d98913396fad
9f782d16-2c32-40e1-8637-c5f1d3c87691,LPAY,112680,2,2025-05-16 22:00:22,KGinicis,TX-ec4e2f396133,469584,PAID,a76dad95-e83b-458e-88b3-9468b85ea778
9b4f11d1-9c2e-4e8b-9d70-bacd28c82fcb,CARD,118800,2,2025-04-22 18:58:57,KGinicis,TX-39b532987e62,207183,PAID,03546e82-e01e-4c65-94ef-c5967a7559bb
fed2c1df-a2a4-4f31-a746-a474a3b665f0,TMONEY,105300,2,2024-05-24 02:52:15,KGinicis,TX-ab6ebb09100f,745856,PAID,b259f738-4e09-4831-83aa-65492ddacc98
483d5f86-b6af-45c1-bd3a-ea1006373371,NAVERPAY,122400,3,2024-08-30 04:49:49,KGinicis,TX-b7b5e5e8591a,874918,PAID,257d5078-a09e-4245-a430-3c12c5e75e3f
624dced1-5058-4d05-bf87-3c75509042cb,TOSSPAY,45360,1,2025-04-18 20:37:28,KGinicis,TX-c149e87f93b7,914475,PAID,7006b136-54ab-4b2c-9932-ae5e36684e52
77ab225e-c56a-4697-968e-6114aeb2838d,EASYPAY,81000,1,2024-12-24 11:56:10,KGinicis,TX-9eeedab0f4c4,425404,PAID,186cee13-c1d0-4b28-b9ab-3df5f4bb5f3e
eccf7806-88cc-4c28-bd77-b5791845fb03,CARD,122400,2,2025-02-19 14:44:40,KGinicis,TX-c78dc3b04dce,365560,PAID,b78b0e3f-9f43-48ca-b8c4-f492c8e5e055
ce0de827-f9cd-4183-8d6b-d5427f5286c4,TMONEY,73800,2,2025-04-22 23:46:52,KGinicis,TX-8031159bf968,760499,PAID,0e7160ae-cae2-47fe-9015-1d02e6a8aee6
1e7380fd-617a-45f8-b88e-a6cb181e7930,CARD,33120,2,2024-08-14 17:18:24,KGinicis,TX-e4a50bbee453,490407,CANCELLED,1471b8c4-e727-437c-a2d5-009265669d19
8e38cfd2-d593-4a10-8b10-3634653879b3,KAKAOPAY,29700,1,2024-06-07 16:11:18,KGinicis,TX-8ea46baaa276,250327,PAID,db8710bd-5873-4cf5-bc3f-a87ee863618c
8ec5d4a2-03bb-4118-8a83-b6d40cdb7c65,NAVERPAY,12600,1,2025-01-19 17:51:11,KGinicis,TX-de73b285f82e,711245,PAID,11da1081-f944-4e1b-b704-c21c23314c78
38af1d8c-2a83-44db-94fb-1c3e2edc0685,NAVERPAY,78750,1,2025-02-01 03:07:26,KGinicis,TX-de8dfcb9636b,263407,PAID,9a499e3e-43ca-4dea-862b-fa446a037a54
b4139903-2dec-445c-832c-31a39214df11,PAYCO,162090,3,2025-04-11 10:16:38,KGinicis,TX-3a73a0861989,144036,CANCELLED,90f82136-e4af-4378-9f65-37c1acfdee5a
561e6355-c4bd-4b11-b1a3-14cf045c792a,LPAY,48600,1,2024-05-30 19:16:17,KGinicis,TX-99710190c927,958316,PAID,e63545ad-602a-4de8-b276-2cd7b4011e52
3cfd278a-12d5-4bca-a0ce-f18111aaa023,KAKAOPAY,183690,3,2025-04-28 07:06:27,KGinicis,TX-e182856677ed,202386,PAID,fa4c7b2f-6993-419a-aaee-b36cf388d3b1
d2a2a4e3-61f6-441f-8933-7ca910045817,KAKAOPAY,30600,1,2024-08-03 22:46:52,KGinicis,TX-2ee6a83dda87,858429,PAID,e03f0b22-afba-4c78-ba1b-9b292c55be43
a40b1314-3268-4935-8124-c74729654823,KAKAOPAY,53280,1,2024-10-15 04:42:58,KGinicis,TX-f991a4b42635,269776,PAID,37f0e0ca-d5d4-41e6-9208-46feda3603e4
bbf1424e-041e-4eb2-859e-41a6c40db403,TOSSPAY,103500,2,2024-11-25 22:57:18,KGinicis,TX-9a351acadcd1,956649,PAID,99f3730e-3fa1-4e16-a7f2-1c4928e09ba0
44834ca6-b828-4bf0-82d4-a7a609336cd0,NAVERPAY,92700,3,2025-02-28 18:05:46,KGinicis,TX-6631f39c4a86,977081,PAID,66cd1e2e-fdf7-41c1-ae3f-b24665a59c8a
6a830cc3-adaa-465b-8679-ec6ef70a96cf,CARD,112500,2,2024-11-21 23:07:38,KGinicis,TX-2a8e4896bb57,741615,PAID,3bec4608-8429-42f6-bda8-f71eca031247
273b7821-e664-4a6c-9afc-115c6f6bcc8f,TMONEY,95360,3,2024-08-20 17:59:41,KGinicis,TX-a66b602ee6ee,657294,CANCELLED,5d4e0880-52a3-4b12-bef9-aff0633d3467
9e10ba87-e0e4-4580-a682-1bbb80283af8,TOSSPAY,74700,2,2025-04-13 09:36:44,KGinicis,TX-4f484a23a810,196792,PAID,35d7817f-899b-482b-94f3-5c3cbde22006
afbcffbc-27dd-4461-bde4-487a3bc46b47,TOSSPAY,119520,2,2025-05-08 16:30:31,KGinicis,TX-d937304c064b,764959,PAID,7b9e0cc6-4519-4445-a019-0415fcfde7df
28b30562-1f4d-4ed9-9efc-88bb48562c95,TOSSPAY,124740,3,2024-05-22 09:29:42,KGinicis,TX-9a75c6c4c886,858613,CANCELLED,2d6ee473-29e5-48fc-9a09-25cb7f82c831
d5d4bb4d-f303-493a-9988-6226edfb7de6,NAVERPAY,238680,3,2024-08-16 21:27:26,KGinicis,TX-305424e3cd29,552188,PAID,56b94175-65aa-4452-8f9b-8d157da229ef
7aead730-51d0-4d3a-a306-ffff5e7359af,CARD,118800,2,2024-08-22 11:58:02,KGinicis,TX-7f55a7c7fcb1,821000,PAID,db07d160-240e-40f1-8c63-1070496044d7
7bd08f69-4c1e-457e-bb4f-4e9a64027037,TMONEY,39420,2,2024-09-10 01:34:21,KGinicis,TX-0a0bf3f61d9f,147283,PAID,34e80b18-951a-41b8-9ca1-f9c6873bf7eb
427af3f7-6804-41b0-a6d0-23e4e1f998aa,TMONEY,86400,1,2024-12-14 11:09:14,KGinicis,TX-0091aeff454a,715059,PAID,493caa41-9c5f-4e4c-ad53-3a86bc5f9746
c02d14a9-7548-47d3-a383-5f89097f1001,PAYCO,224460,2,2025-01-19 20:57:53,KGinicis,TX-b7524264c486,539432,PAID,dc8d132c-15c4-4ee8-bc7b-28a75835c7da
7542262b-a859-42d6-a0f9-068339e0833e,PAYCO,15300,1,2024-07-10 06:04:40,KGinicis,TX-7663e7027c7f,209037,PAID,668d0847-8021-4075-bbb1-c9bb76c1f609
122a4421-6024-40ea-bdd6-b8a9e986908e,KAKAOPAY,92700,3,2024-06-18 11:20:07,KGinicis,TX-43688593d8cf,565719,PAID,ac362408-0254-4ce0-8399-07c62cb9af78
effddc9c-2ce9-4b92-ae94-b88cd5bdd971,SSGPAY,153000,2,2025-03-05 23:50:35,KGinicis,TX-b9afafb4858d,831455,CANCELLED,33d99e3e-e902-4db8-a5cb-9314a4287e42
aa718d41-7ee7-4bd6-8d79-0c206139f4ea,TMONEY,116280,2,2025-03-03 20:45:38,KGinicis,TX-df486018d1f9,207901,PAID,59e260ce-835c-451e-8122-2881eda06d91
3791634d-48f7-4a37-95c8-7b92249fb36d,CARD,84000,1,2024-09-30 07:10:57,KGinicis,TX-ac7ce5c30186,614571,PAID,d3b677a6-2f34-4301-a09c-0c619195ea7b
24c78fa8-245a-4da8-a8d4-d67c5abe4337,LPAY,350100,3,2024-07-09 10:58:40,KGinicis,TX-95e1adcc8bf3,626961,FAILED,cad0ac2a-962a-41f1-aab6-680aa423a99a
31522d99-ab49-4a92-9708-d4bbcbf97f3f,TMONEY,142200,2,2024-12-02 19:36:48,KGinicis,TX-6edde3a96427,692724,PAID,ff7eac2d-cd25-462b-b589-52e290bf031c
397465f9-ea80-42ac-a7b4-bee511555a17,NAVERPAY,125820,2,2024-06-08 07:44:37,KGinicis,TX-b25c3c76bcc3,577143,PAID,26dc7676-bbbb-4f7b-b8e9-8b807f71ae2f
d3d5ce53-f494-4b14-a2c2-473c227c310b,NAVERPAY,39600,1,2025-01-04 09:46:45,KGinicis,TX-8496d30b8a7f,889353,PAID,f4b9cb92-98fd-42dc-920f-f3dfd22a947f
39ed6888-f8c0-4375-9a56-21dc66d4dc68,TOSSPAY,45900,1,2025-01-14 10:45:20,KGinicis,TX-619fbb9ad185,490494,FAILED,ecc54280-affa-4b4e-bb7c-f613625ace9f
da5a85c0-f625-40f4-a8a1-b795f976617f,TOSSPAY,258750,3,2025-02-15 00:43:44,KGinicis,TX-264a00b27064,761132,PAID,e7d68700-6389-48f2-9e63-c8c28611ef21
cde489d0-5c63-43ba-85fd-855497c77064,PAYCO,15120,1,2025-03-04 09:53:51,KGinicis,TX-8e52f2f6e392,832075,PAID,a0a95d92-8f0f-4989-87be-f1d0b755d8f9
31633098-5ff2-4b3f-98d3-227dcab89d60,KAKAOPAY,57060,2,2024-06-19 22:08:07,KGinicis,TX-f4b2c30338bd,801143,PAID,650aead1-a579-4134-a50a-7e302fce9a7d
48675f9c-165a-4cea-ad58-0c756032d86d,SSGPAY,133200,2,2024-06-18 18:03:28,KGinicis,TX-cd79d9519f75,429702,PAID,24ebf0e0-d490-40e6-a917-4ac3d258bc96
b3cb0391-c1ba-4665-8bba-33c5e256bb53,KAKAOPAY,185400,2,2025-06-17 02:36:16,KGinicis,TX-fd810d012304,364192,CANCELLED,14b35745-e1cd-40db-b340-5dd2a31c77b3
d5af95ec-c210-4f74-9179-f00619e566f6,EASYPAY,107100,2,2024-08-30 14:12:25,KGinicis,TX-ec3913a2f949,539063,FAILED,3b57b97f-a097-45eb-9e1c-51129eee9777
ce8b7009-2e31-46c4-bc81-fe0d57b9b331,PAYCO,22500,1,2025-01-14 22:52:01,KGinicis,TX-dec76e113db6,813780,PAID,20a4330b-4d10-41be-a80a-1c86de077dd2
25251e62-d343-4b4f-941a-8fc951d6fd4f,KAKAOPAY,150300,3,2025-04-21 21:35:49,KGinicis,TX-c0ea44e8cd44,960457,PAID,4ae6f292-1634-4dfa-be2e-542bc1fcb3b2
06e4a261-2130-40b4-91ab-7b457060f646,TMONEY,45900,1,2024-07-09 02:33:37,KGinicis,TX-76d8253a049f,119015,PAID,9878389a-bad9-4bd9-9cfb-791ead600b4a
fa64147d-5d48-41df-9427-84657a2085e0,TMONEY,154080,3,2025-06-13 18:14:07,KGinicis,TX-3a03c3b58ee2,827242,FAILED,4d151a20-f4f1-4d07-b578-0921ab8cf990
699b8ebe-0f70-4f89-bdea-51a7574be215,TMONEY,46440,2,2025-05-21 22:34:51,KGinicis,TX-8e115506021f,682210,PAID,d8d0ff49-5fda-4442-8f16-5516093b7991
f450c366-1e53-469c-a478-3db2ac6ad870,LPAY,144000,2,2025-01-03 20:28:54,KGinicis,TX-7cd8a28bfc47,837338,PAID,76fd657a-7d80-4da6-b2f4-f9d2407528a8
108fd4fc-e171-4b65-8723-4d338e34dee2,EASYPAY,7650,1,2025-03-12 05:05:55,KGinicis,TX-001db9915206,883488,CANCELLED,4cfad989-17a6-4aae-80e8-8841106644be
97ef8cff-6c74-44d5-9d7a-393e9e91c51f,PAYCO,98640,2,2025-05-15 10:07:47,KGinicis,TX-39a31ad2b91f,810521,CANCELLED,b7b45a84-05a2-4b8d-bc28-2d7a4028d77b
12e99c19-fa42-4dcb-b3e3-9d9da1eb735f,LPAY,207900,3,2025-04-24 10:53:04,KGinicis,TX-2ceb8ca21a25,860121,PAID,5c4d5243-fc18-4794-816f-15d61a2a11bc
5ab53f3e-b8e0-484b-91a4-31b9532784b0,SAMSUNGPAY,139500,2,2025-04-24 15:40:32,KGinicis,TX-f87057564632,406556,PAID,e00021ae-03d6-4aba-ba53-42231748568a
f8082816-e96b-49f4-b87c-338066060778,KAKAOPAY,117900,3,2024-10-12 09:07:47,KGinicis,TX-1dd3d7c6fed0,609120,CANCELLED,712c6603-d46e-4e64-9d0e-9a2babcc4e25
d9acbdeb-fc65-43b1-99c0-c88e407f441a,KAKAOPAY,45360,1,2024-10-13 23:37:54,KGinicis,TX-5e248d848b87,673735,PAID,8b24ea81-a046-4a21-b33f-a38d7fc7e085
6bcc222f-eebc-43a7-8293-e8af968d6139,LPAY,136260,3,2024-07-14 23:22:05,KGinicis,TX-60a9151a75e7,464653,PAID,f65df0c2-7d2d-4c1b-b56c-51f07ec2952f
0a6146cf-bec2-405e-9327-c1a265acfe81,KAKAOPAY,50400,2,2024-10-14 09:00:05,KGinicis,TX-4563f4b1934a,252966,PAID,16e1f6f3-78a3-4099-a481-eccdd651c537
d018a6cf-c939-4451-b6d9-9e85455d52e8,TMONEY,32040,1,2025-01-19 05:18:34,KGinicis,TX-076fd1862ac9,767034,PAID,8457db75-ebe4-4896-9137-b1d426ecf0b2
c5a91982-9b80-46b0-8b16-adbbde73e3a0,CARD,24300,1,2024-07-28 12:52:34,KGinicis,TX-b04054f10807,327867,PAID,bdc17d45-6328-4ac0-a45d-edfb94526ffe
8628d6bf-9e59-4b61-9edd-ce8dc6576ef9,TMONEY,178650,3,2024-09-14 19:34:16,KGinicis,TX-b0c6c8633bee,733419,CANCELLED,8961a155-765b-4132-ba13-61174d1bae96
4d4bd750-cd3c-435a-9522-7439bec5e81e,SSGPAY,290700,3,2024-08-06 10:00:55,KGinicis,TX-38db39311d87,108856,PAID,5febb4ff-45d3-4664-bf6a-ead460ca86f3
fe7240cf-a52f-45d7-bcd2-009de05fcbeb,NAVERPAY,91800,2,2024-11-01 08:33:00,KGinicis,TX-57beb8f9b99f,773286,FAILED,e84e8d1c-5140-4622-876a-21e81833d63a
119d8dd7-1a86-4750-8b0e-da2aa04576f0,EASYPAY,170460,2,2025-03-02 04:17:09,KGinicis,TX-be81c1a10443,413853,CANCELLED,75065182-cb73-4b41-897f-e7ac7ad2aa86
ff0c3e9c-166a-44f9-bffe-8062037f74cf,NAVERPAY,119160,3,2024-12-16 01:05:14,KGinicis,TX-01b228d17a5c,681383,PAID,a183f627-4d94-4a6c-87a1-ad55b53336dc
2d3d2289-200e-474e-9059-c01cf6a179cb,SAMSUNGPAY,127800,3,2025-06-09 15:48:13,KGinicis,TX-facb988b7efe,635044,PAID,2b181b3c-af65-4f1c-ba16-a86d3b1a1265
590982ee-fa89-461a-9687-45cd98af2695,PAYCO,301500,1,2024-12-29 12:33:07,KGinicis,TX-89d78ff356c3,222502,PAID,cf4b0f07-10be-4779-8ad7-6b634948804f
3248d0cf-3772-4e31-a063-a0acd35cff7a,SSGPAY,113760,2,2024-12-25 15:59:09,KGinicis,TX-aca7e1aefa9d,230171,PAID,b21e23dd-9f7e-4c17-b6f1-92ab9c5321f9
d2fd3b7c-471d-4776-8212-13d154edc266,PAYCO,150300,3,2025-05-22 04:23:34,KGinicis,TX-a08269a5ef65,688824,PAID,38a0b57d-8594-4e78-ac15-23d351ab0a36
49f7b7f7-ab64-49a8-8d22-81225286b37f,CARD,82800,2,2024-11-09 19:23:11,KGinicis,TX-138a07107413,670343,PAID,722cb76d-00ea-4776-a952-e6c3103942ae
0b3e9afd-26ac-46c7-86f8-f108095b5784,EASYPAY,100800,2,2025-01-01 02:41:20,KGinicis,TX-3e75f9445d04,480867,CANCELLED,d534b89b-254c-4952-8bcc-48f731fa3b40
092396b1-b9ba-41ba-b750-b9eae19fff90,SSGPAY,60000,1,2024-08-24 04:58:25,KGinicis,TX-bef8f23523b7,688513,FAILED,14c6ee90-3757-413e-818d-ca5e128e0491
4f51d760-7f75-4177-a35b-c9001e46dee6,LPAY,331200,2,2024-12-22 06:25:35,KGinicis,TX-21cc195ff7c5,410384,PAID,641ffcd2-d055-4a34-8cac-10f06146d1d1
44ab51d1-6bca-4a75-a537-bed047634bd4,SSGPAY,40320,2,2024-09-10 22:17:03,KGinicis,TX-e7447e66c881,750699,PAID,0c4e189f-c13f-463b-bebc-e34adde5fff0
54da2cf8-ef09-4ac4-9163-d7532803f1f3,SAMSUNGPAY,102600,2,2025-03-26 18:57:49,KGinicis,TX-14d21973c190,355180,CANCELLED,8ad6bf91-1314-47c4-8658-a87abb0ebcdb
a4c707f0-2512-414e-863e-3644dbb12fab,NAVERPAY,63000,3,2025-02-13 22:55:25,KGinicis,TX-1d3b1fb1bdf4,260303,PAID,af2f2074-6622-41ff-9410-044585b738eb
e21735d7-6137-4a8a-ba4e-553621e124d8,CARD,244800,3,2025-04-20 05:53:41,KGinicis,TX-1688ebc66e5e,839384,PAID,a81eb119-ee34-403a-8161-2428edbbfff4
1d9a2f12-618d-4b24-be87-f8511e7f6e8e,KAKAOPAY,15300,1,2025-04-26 00:58:16,KGinicis,TX-44a75c38c576,734582,PAID,13c605c3-ce28-4a31-af49-bcb32e0dd29f
c5bcffe5-6132-4d40-8b92-c6f595688ef4,TOSSPAY,138600,2,2024-09-10 19:08:39,KGinicis,TX-1a5edae2ac43,544421,PAID,5d924769-5fda-4745-8ea0-740343831ce6
40161665-07ae-4c20-bdcb-beaa8b37f0e7,SSGPAY,100800,1,2025-03-09 15:04:16,KGinicis,TX-b4e4453279bc,189681,PAID,583c5f7c-a251-4630-9c46-5a46bbc9cfe9
69c522dc-4e1e-48d6-a980-d48eeec547b8,SSGPAY,24300,1,2024-12-18 02:23:56,KGinicis,TX-b8b0ef0d177c,884253,PAID,0106f17f-ab38-4ad1-8230-f99c65c7c7f0
ef62eefc-f3eb-4293-82bd-59662c79ed16,NAVERPAY,146700,2,2024-11-19 00:10:41,KGinicis,TX-b36d8383e103,833384,PAID,2dc93f8d-73fa-493b-a87f-ba47a893467d
7538cdc8-6d69-4191-b935-7045c721a242,TOSSPAY,215100,3,2025-01-22 09:43:49,KGinicis,TX-1c90fd292d33,329082,PAID,edb8151a-fa8a-4758-ba8c-aa60a250c8a4
700d810b-ab1c-4938-abbc-012316133f3a,SSGPAY,163800,3,2024-08-30 00:03:08,KGinicis,TX-068c87623a45,124007,PAID,4ae69093-7fe4-4577-9447-14fc3d7cbda1
805bc9d5-431b-477f-a4c0-ffb52e19e9fa,TMONEY,99000,1,2025-01-03 20:41:07,KGinicis,TX-b5fe12332cff,996906,PAID,b9989cfd-17b5-4df0-a124-9a75fd63e8bc
ba63795c-a84b-4fb9-a0ba-3175f75815cc,LPAY,45000,1,2024-05-23 09:21:47,KGinicis,TX-b4a87c982ab8,840906,PAID,4a7bf2cc-9255-471c-9019-f73140c0cd4f
8a511699-b464-477e-bba9-058ca7458cfa,SSGPAY,99000,1,2024-11-24 14:32:28,KGinicis,TX-541f5c2b73a6,871625,PAID,cc6e12ec-6d65-4d35-be73-aff679e3673b
